corp_code,corp_name,rcept_no,year,fs_type,status,extract_method,n_tables,input_tokens,output_tokens,DBO,PlanAsset,NetDBO,ServiceCost,InterestCost,InterestIncome,NetInterest,BenefitPayment,ActuarialGL,ActuarialGL_Financial,ActuarialGL_Demographic,ActuarialGL_Experience,RetirementBenefitCost,ExpectedContribution,DCPlanCost,SensitivityDR_1pct,SensitivitySG_1pct,DiscountRate_Min,DiscountRate_Max,DiscountRate_Mid,SalaryGrowth_Min,SalaryGrowth_Max,SalaryGrowth_Mid,Duration_Min,Duration_Max,Duration_Mid,SensitivityDR_1pct_down,SensitivitySG_1pct_down,DR_shock_raw,SG_shock_raw
00100601,강원에너지,20150331001162,2014,OK|연결,부분(4/7),KEYWORD,2,4195,359,,19488000.0,5068785.0,,,,,5906583.0,,,,,9967414.0,,,,,,,,,,,,,,,,,
00100814,포스코이앤씨,20150527000327,2014,OK|연결,OK,12,6847,432,OK,229104000000.0,163711000000.0,65393000000.0,45628000000.0,5178000000.0,3812000000.0,1366000000.0,21359000000.0,-1261000000.0,-3852000000.0,4591000000.0,-506000000.0,46994000000.0,,,-17718000000.0,19422000000.0,2.68,2.8,2.74,3.86,4.07,3.965,,,,19172000000.0,-18138000000.0,0.5,0.5
00100939,강남제비스코,20181231000116,2014,OK|연결,OK,8,6244,416,OK,15915000000.0,15215000000.0,700000000.0,1985000000.0,693000000.0,592000000.0,101000000.0,1890000000.0,2384000000.0,1857000000.0,0.0,527000000.0,,4041000000.0,,-1294725000.0,1509735000.0,,,3.91,,,4.78,,,12.92,1512425000.0,-1317171000.0,1.0,1.0
00101044,에이프로젠바이오로직스,20150330001166,2014,OK|연결,OK,7,5396,410,OK,4902958000.0,2337570000.0,2565388000.0,698568000.0,131666000.0,74644000.0,57022000.0,316634000.0,855972000.0,,,,755590000.0,,,-271879000.0,297317000.0,2.66,2.71,2.685,5.0,5.5,5.25,,,,308009000.0,-268268000.0,1.0,1.0
00101220,KG케미칼,20170210000632,2014,OK|연결,OK,10,16915,421,OK,16323881000.0,12928945000.0,3394936000.0,4035787000.0,,439949000.0,,1772451000.0,1802671000.0,,,,3607327000.0,,,-1063767000.0,1201877000.0,2.81,3.35,3.08,3.92,6.0,4.96,8.82,11.94,10.38,1174527000.0,-1003839000.0,1.0,1.0
00101257,경남기업,20150331004297,2014,OK|연결,OK,16,11230,409,OK,26172115000.0,0.0,26172115000.0,4350445000.0,689386000.0,0.0,689386000.0,4331338000.0,1474301000.0,1004598000.0,469702000.0,0.0,5039830000.0,,,-1055115000.0,1174885000.0,,,2.72,,,0.0,,,,1152885000.0,-1094115000.0,1.0,1.0
00101433,경농,20150331001629,2014,OK|연결,부분(0/7),2,3459,796,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00101488,경동나비엔,20150331000094,2014,OK|연결,부분(0/7),2,2282,347,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00101549,경동제약,20150330001342,2014,OK|연결,OK,9,6047,412,OK,11310784000.0,9690001000.0,1620783000.0,1909496000.0,331968000.0,413027000.0,-81059000.0,465729000.0,1025927000.0,968643000.0,57284000.0,,1828438000.0,,,-909752000.0,1046797000.0,,,3.09,,,3.0,,,7.96,1055426000.0,-919775000.0,1.0,1.0
00101628,경방,20150331004581,2014,OK|연결,OK,12,5048,388,OK,10153000000.0,10507846000.0,-354846000.0,2102535000.0,314725000.0,387593000.0,-72868000.0,1422962000.0,-392365000.0,,,,2029667000.0,,,,,,,2.82,,,3.0,,,,,,,
00101752,케이씨피드,20150519000080,2014,OK|연결,OK,9,4184,376,OK,2811055000.0,2659263000.0,151792000.0,575173000.0,,,65273000.0,,121325000.0,,,,509900000.0,,,,,,,2.97,,,3.0,,,,,,,
00102113,경인양행,20150330000517,2014,OK|연결,부분(2/7),9,11695,405,OK,,,5.3,,,3.0,,,,6623780000.0,5185725000.0,1438055000.0,713300000.0,322352000.0,389960000.0,,,0.0,,,,,,643864000.0,653157000.0,-571394000.0,,,1.0,1.0
00102140,경인전자,20150327000371,2014,OK|연결,OK,10,4629,379,OK,1780354000.0,2501407000.0,-721053000.0,175902000.0,3715000.0,76296000.0,-72581000.0,23455000.0,1886000.0,,,,109780000.0,,,,,,,,,,,,,,,,,
00102353,경창산업,20150331000389,2014,OK|연결,OK,11,15686,407,OK,35844350000.0,4527433000.0,31316917000.0,4770761000.0,1096719000.0,169731000.0,926988000.0,1186742000.0,3871391000.0,,,,5697749000.0,,,-3604358000.0,-2382806000.0,,,3.29,,,3.9,,,,4271120000.0,2782846000.0,1.0,1.0
00102432,계룡건설산업,20150331003858,2014,OK|연결,OK,9,6855,440,OK,66642700000.0,26740484000.0,39902216000.0,7852927000.0,2344498000.0,1113745000.0,1230753000.0,9444716000.0,6101659000.0,10226891000.0,-3100144000.0,-1025088000.0,10190887000.0,5000000000.0,126201000.0,-4209260000.0,4729673000.0,2.55,3.65,3.1,2.91,3.08,2.995,,,,4772223000.0,-4252277000.0,1.0,1.0
00102618,계양전기,20150527000177,2014,OK|연결,OK,13,5950,419,OK,16141830000.0,13913830000.0,2228000000.0,2940035000.0,469909000.0,418530000.0,51379000.0,507590000.0,1370605000.0,14479000.0,,1356471000.0,4409549000.0,1000000000.0,,-1664406000.0,1950100000.0,,,3.1,,,4.0,,,15.45,2003788000.0,-1663265000.0,1.0,1.0
00102751,고려산업,20150330000431,2014,OK|연결,OK,5,5469,386,OK,5059745000.0,4749635000.0,310110000.0,534582000.0,153498000.0,175626000.0,-22128000.0,178593000.0,403562000.0,65108000.0,0.0,338454000.0,512454000.0,,,,,,,,,,,,,,,,,
00102760,두산건설,20150331002687,2014,OK|연결,OK,15,20186,430,OK,89535021000.0,47252661000.0,42282360000.0,13040876000.0,3538247000.0,1176404000.0,2361843000.0,6039764000.0,7193467000.0,5988857000.0,-432834000.0,1637444000.0,15402719000.0,23951000000.0,,,,,,3.4,3.0,3.4,3.2,,,,,,1.0,1.0
00102858,고려아연,20150331004325,2014,OK|연결,OK,7,5817,430,OK,86605013000.0,85272410000.0,1332603000.0,8382841000.0,2997045000.0,2625900000.0,371145000.0,2409757000.0,10554222000.0,8149250000.0,0.0,2404972000.0,8753986000.0,,2974342000.0,-7722361000.0,9011945000.0,,,3.2,5.0,5.25,5.125,,,9.42,8803772000.0,-7719376000.0,1.0,1.0
00103006,고려제강,20150327000987,2014,OK|연결,OK,14,6171,428,OK,38560000000.0,34150000000.0,4410000000.0,7470000000.0,904000000.0,1190000000.0,-286000000.0,3582000000.0,549000000.0,918000000.0,-108000000.0,-1261000000.0,,4300000000.0,,-2313600000.0,2661240000.0,2.7,3.2,2.95,4.4,6.5,5.45,,,,2621680000.0,-2390720000.0,1.0,1.0
00103015,고려제약,20150331000231,2014,OK|연결,OK,8,7133,401,OK,7189044000.0,6459376000.0,729668000.0,790685000.0,274336000.0,209129000.0,65207000.0,555163000.0,87341000.0,13194000.0,0.0,74147000.0,,,,-368048000.0,412045000.0,,,2.76,,,3.28,,,,386817000.0,-341879000.0,1.0,1.0
00103042,케이씨티시,20150331001670,2014,OK|연결,OK,8,11160,436,OK,18480509000.0,16676989000.0,1803520000.0,2577336000.0,549878000.0,517225000.0,32653000.0,3715280000.0,1238119000.0,525985000.0,712134000.0,,2609990000.0,2528000000.0,30000000.0,-233000000.0,265000000.0,2.67,4.06,3.365,2.5,3.75,3.125,5.0,7.0,6.0,267000000.0,-236000000.0,1.0,1.0
00103130,플레이그램,20150331001817,2014,OK|연결,OK,11,9834,396,OK,1031963000.0,234930000.0,797033000.0,333318000.0,11859000.0,9432000.0,2427000.0,102525000.0,-20908000.0,,,,359536000.0,,,-11128000.0,13410000.0,,,3.78,,,2.5,,,,13147000.0,-10410000.0,1.0,1.0
00103176,흥국화재,20150330001115,2014,OK|연결,OK,6,5086,388,OK,763000000.0,551000000.0,212000000.0,317000000.0,17000000.0,18000000.0,-1000000.0,182000000.0,25000000.0,,,,4966000000.0,,4650000000.0,,,,,2.4,,,10.0,,,,,,,
00103510,인지컨트롤스,20150331001617,2014,OK|연결,OK,15,6185,401,OK,16561455000.0,11276991000.0,5284464000.0,2022576000.0,441587000.0,330858000.0,110729000.0,760338000.0,2375049000.0,,,,2133305000.0,,,-868728000.0,1985440000.0,,,3.05,,,4.56,,,,1001206000.0,-1756004000.0,0.5,0.5
00103547,우진비앤지,20150520000113,2014,OK|연결,OK,8,5199,398,OK,2479558743.0,1046262019.0,1420382454.0,280300443.0,101021434.0,51519953.0,49501481.0,683081200.0,276014632.0,,,,619218391.0,,,-116948635.0,135527209.0,,,3.11,,,3.0,,,,136615485.0,-118253985.0,1.0,1.0
00103592,광동제약,20150330000879,2014,OK|연결,OK,8,7332,412,OK,6339394000.0,6006551000.0,300824000.0,1214073000.0,192988000.0,191398000.0,1590000.0,226390000.0,98362000.0,-243745000.0,-294058000.0,636165000.0,1215663000.0,,3100961000.0,-756491000.0,746500000.0,,,3.15,,,3.5,,,,756491000.0,-644073000.0,1.0,1.0
00103626,한솔피엔에스,20150519000121,2014,OK|연결,OK,11,6437,411,OK,8719134000.0,5913869000.0,2805265000.0,989652000.0,267323000.0,199077000.0,68246000.0,326943000.0,609651000.0,548199000.0,,61452000.0,1057898000.0,,,-538258000.0,611121000.0,2.63,2.85,2.74,,,4.69,,,,629015000.0,-534555000.0,1.0,1.0
00103635,광림,20150522000386,2014,OK|연결,OK,17,6275,412,OK,8684956652.0,2041180790.0,6643775862.0,1736806409.0,305921865.0,88483497.0,217438368.0,631744410.0,342728032.0,,,,1954244777.0,,,-506964878.0,551846272.0,2.78,2.8,2.79,1.05,4.71,2.88,,,,571464123.0,-498610230.0,1.0,1.0
00103644,비츠로테크,20140627000093,2014,OK|연결,OK,9,4386,385,OK,4905692000.0,,,957681000.0,109163000.0,,,677750000.0,103884000.0,,,,1066844000.0,,,-180400000.0,195400000.0,,,3.49,,,4.84,,,,199176000.0,-181025000.0,1.0,1.0
00103662,광명전기,20150331001049,2014,OK|연결,OK,7,5641,396,OK,7447537363.0,1504716988.0,5942820375.0,964638249.0,223793598.0,39120633.0,184673000.0,417366596.0,816020958.0,,,,1149311214.0,,,-397124350.0,463733278.0,,,2.85,,,,,,,442187133.0,-412025266.0,1.0,1.0
00104069,케이디비생명보험,20150331002051,2014,OK|연결,OK,1,2523,371,OK,20600000000.0,,,5085000000.0,479000000.0,,,1272000000.0,101000000.0,537000000.0,638000000.0,,,,,,,,,,,,,,,,,,,
00104102,우리종합금융,20140630000226,2014,OK|연결,OK,14,9618,398,OK,973358000.0,784750000.0,188608000.0,342890000.0,47464000.0,27155000.0,20309000.0,333534000.0,177479000.0,59671000.0,,117808000.0,,,86675000.0,-57684000.0,67101000.0,,,3.84,,,2.16,,,,65109000.0,,1.0,1.0
00104120,광진실업,20150331001052,2014,OK|별도,OK,7,5141,396,OK,1713023000.0,1446259000.0,266764000.0,330737000.0,47178000.0,46608000.0,570000.0,140570000.0,163976000.0,,,,515430000.0,,,-121623000.0,136391000.0,,,2.71,,,4.5,,,,140196000.0,-122383000.0,1.0,1.0
00104388,국도화학,20150330000435,2014,OK|연결,부분(0/7),2,2951,351,부분(1/7),,,,,,,,,,,,,,,2032676000.0,,,,,,,,,,,,,,,
00104519,국보,20150522000026,2014,OK|연결,OK,23,20593,414,OK,6522104000.0,4196513000.0,2325591000.0,701292000.0,220507000.0,155363000.0,65144000.0,422093000.0,142258000.0,316483000.0,0.0,-174225000.0,962627000.0,400000000.0,52827000.0,-417209000.0,472157000.0,,,2.88,,,4.79,,,7.7,476328000.0,-421590000.0,1.0,1.0
00104537,국영지앤엠,20150331003761,2014,OK|연결,부분(0/7),1,1850,480,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00104573,국일제지,20150515001933,2014,OK|연결,OK,23,24197,409,OK,9202668000.0,3686371000.0,5516297000.0,1074077000.0,278766000.0,111226000.0,167540000.0,1279867000.0,1222210000.0,346205000.0,0.0,549851000.0,1241617000.0,,,-481038000.0,528850000.0,,,2.79,,,4.51,,,,535247000.0,-484638000.0,1.0,1.0
00104698,LS네트웍스,20150515000573,2014,OK|연결,OK,10,5895,423,OK,18487519000.0,12280789000.0,6206730000.0,3878679000.0,600943000.0,528925000.0,72018000.0,2402829000.0,780325000.0,388915000.0,391410000.0,,3950697000.0,,,-1414613000.0,1635764000.0,3.5,3.91,3.705,4.0,5.0,4.5,,,,1670864000.0,-1398355000.0,1.0,1.0
00104722,국제약품,20150331001423,2014,OK|연결,부분(0/7),2,2225,351,부분(1/7),,,,,,,,,,,,,2409054000.0,,,,,,,,,,,,,,,,,
00104768,가온전선,20150515002350,2014,OK|연결,OK,19,8141,439,OK,12430815000.0,11306369000.0,1124446000.0,5266539000.0,669744000.0,550060000.0,119684000.0,6750522000.0,287203000.0,1262067000.0,-15775000.0,416473000.0,5411175000.0,2547864000.0,24952000.0,-850000000.0,977000000.0,3.3,3.9,3.6,4.0,5.5,4.75,8.59,8.82,8.705,988000000.0,-857000000.0,1.0,1.0
00104786,미래아이앤지,20150515001895,2014,OK|연결,OK,15,8866,395,OK,737113000.0,217684000.0,519429000.0,780335000.0,32821000.0,9463000.0,23358000.0,973308000.0,219574000.0,,,,803693000.0,,,-29366000.0,29909000.0,,,2.45,,,5.0,,,,30900000.0,-27909000.0,1.0,1.0
00104810,소노스퀘어,20150331000733,2014,OK|연결,OK,10,8422,406,OK,4456523000.0,2793068000.0,1663455000.0,1088003000.0,116899000.0,87258000.0,29641000.0,670869000.0,227475000.0,,,,1117644000.0,,,-286419690.0,325697190.0,3.8,4.0,3.9,,,4.0,,,,330324690.0,-285076390.0,1.0,1.0
00104856,삼성증권,20150526000975,2014,OK|연결,OK,41,71907,428,OK,66446802000.0,64526838000.0,1919964000.0,13131450000.0,2511499000.0,2123903000.0,387596000.0,28193406000.0,2424934000.0,8712141000.0,-4463206000.0,-1824201000.0,,,,-3301164000.0,3623251000.0,2.54,3.28,2.91,4.57,6.46,5.515,,,,3670114000.0,-3323182000.0,1.0,1.0
00104999,윌비스,20150331000663,2014,OK|연결,OK,7,4764,404,OK,4958133338.0,123843529.0,4834289809.0,950151929.0,,,118892407.0,742796821.0,818340431.0,,,,1069044336.0,,,-400317948.0,389618655.0,3.23,3.3,3.265,5.0,7.12,6.06,,,,400317948.0,-339167351.0,1.0,1.0
00105040,뉴인텍,20150330001427,2014,OK|연결,OK,9,5561,401,OK,3895075000.0,1212697000.0,2682378000.0,559002000.0,66203000.0,48464000.0,17739000.0,270978000.0,313659000.0,,,,576740000.0,,,-193657000.0,221294000.0,,,2.9,,,4.0,,,8.75,225375000.0,-194131000.0,1.0,1.0
00105101,INVENI,20150331004570,2014,OK|연결,OK,9,5830,409,OK,26450521000.0,19221932000.0,7228589000.0,3759425000.0,1111273000.0,793612000.0,317661000.0,1023690000.0,419058000.0,,,,,11042000000.0,,-2994017000.0,3509321000.0,,,4.5,,,5.0,,,13.8,3563619000.0,-3007684000.0,1.0,1.0
00105138,파라텍,20150330000105,2014,OK|연결,OK,13,14662,397,OK,3106512000.0,2737997000.0,368515000.0,873461000.0,140138000.0,97756000.0,42382000.0,951321000.0,172288000.0,,,,915843000.0,,,-154415000.0,175503000.0,,,2.9,,,1.6,,,,174764000.0,-157859000.0,1.0,1.0
00105156,극동유화,20150331001651,2014,OK|연결,OK,6,3893,382,OK,5363568000.0,4375560000.0,988008000.0,,,,,,,,,,773606000.0,,,-295461000.0,327686000.0,,,3.11,,,5.0,,,11.1,336981000.0,-293458000.0,1.0,1.0
00105165,극동전선,20150330001612,2014,OK|별도,부분(1/7),2,2783,355,부분(2/7),,13565758000.0,,,,,,1007515000.0,,,,,,,,,,,,,,,,,,,,,,
00105174,에이치디현대오일뱅크,20150605000284,2014,OK|연결,OK,20,8612,426,OK,152960997000.0,141319193000.0,11641804000.0,18499428000.0,5187191000.0,4313244000.0,873947000.0,6876575000.0,14664393000.0,9276789000.0,9730677000.0,-4343073000.0,19373375000.0,,,-15316779980.0,17719129520.0,,,3.08,2.53,4.42,3.475,,,,18149827940.0,-15350229810.0,1.0,1.0
00105271,케이씨씨,20150406000842,2014,OK|연결,OK,14,10891,436,OK,226045528000.0,190592035000.0,35453493000.0,28243673000.0,6597698000.0,5449843000.0,1147855000.0,9841626000.0,32920043000.0,15858445000.0,-2020250000.0,18178021000.0,30295355000.0,,705217000.0,-21676050000.0,24430375000.0,2.78,3.03,2.905,5.29,6.52,5.905,,,,24900199000.0,-21639743000.0,1.0,1.0
00105280,현대지에프홀딩스,20150515001864,2014,OK|연결,OK,21,24779,421,OK,99409868000.0,79330376000.0,20079492000.0,20581707000.0,,1847947000.0,,8775439000.0,6171057000.0,2396291000.0,0.0,3774766000.0,,,,-7959268000.0,9390941000.0,2.4,2.9,2.65,2.7,3.0,2.85,,,3.27,9430836000.0,-8071296000.0,1.0,1.0
00105299,금강공업,20150817000475,2014,OK|연결,OK,8,6484,398,OK,22859460000.0,20367481000.0,2491979000.0,3252584000.0,493807000.0,570267000.0,-76460000.0,2154549000.0,2391454000.0,1563840000.0,0.0,827614000.0,3176124000.0,,,,,,,2.83,,,2.0,,,,,,,
00105466,KCC건설,20150522000413,2014,OK|연결,OK,9,6965,418,OK,44789256000.0,36925604000.0,7863652000.0,5491626000.0,1542691000.0,1413908000.0,128783000.0,6539941000.0,3559441000.0,2728723000.0,-387558000.0,795728000.0,5620409000.0,,,-2819882000.0,3159602000.0,,,2.74,,,5.76,,,,3195101000.0,-2843237000.0,1.0,1.0
00105475,금강철강,20150331003620,2014,OK|연결,OK,26,9636,403,OK,7503520590.0,6775547246.0,724898904.0,693117515.0,271685233.0,203211423.0,68473810.0,142138210.0,48641462.0,45654646.0,,2986816.0,761591325.0,,,-147359034.0,165067261.0,,,2.64,,,1.6,,,,165825961.0,-150222036.0,1.0,1.0
00105855,엘에스일렉트릭,20150331004235,2014,OK|연결,OK,11,12153,431,OK,154595000000.0,134589000000.0,20006000000.0,21850000000.0,5855000000.0,4891000000.0,964000000.0,7817000000.0,9916000000.0,10593000000.0,376000000.0,-1053000000.0,23143000000.0,,,-12164000000.0,24229000000.0,3.4,3.82,3.61,3.0,5.92,4.46,,,,14223000000.0,-21300000000.0,1.0,1.0
00105873,LG디스플레이,20150327001658,2014,OK|연결,OK,11,7128,425,OK,1114689000000.0,790509000000.0,324180000000.0,159239000000.0,34596000000.0,19069000000.0,15527000000.0,54555000000.0,140378000000.0,126717000000.0,-7016000000.0,24399000000.0,196756000000.0,,,-132479000000.0,157968000000.0,,,3.5,,,5.1,,,13.7,162165000000.0,-131892000000.0,1.0,1.0
00105952,LS,20150518000243,2014,OK|연결,OK,10,6762,417,OK,590932000000.0,455397000000.0,135535000000.0,56685000000.0,22073000000.0,18118000000.0,3955000000.0,42285000000.0,51121000000.0,,58080000000.0,-6959000000.0,60914000000.0,,6080000000.0,,,2.4,4.64,3.52,0.0,6.21,3.105,,,,,,,
00105961,LG이노텍,20150331003305,2014,OK|연결,OK,25,9542,425,OK,264794000000.0,152292000000.0,112502000000.0,44749000000.0,8084000000.0,3819000000.0,4265000000.0,15948000000.0,23038000000.0,21840000000.0,676000000.0,522000000.0,53681000000.0,,868000000.0,-22972000000.0,25704000000.0,,,3.1,,,6.6,,,9.8,26825000000.0,-22540000000.0,1.0,1.0
00106119,금양,20150331002789,2014,OK|연결,OK,9,5974,397,OK,2420266000.0,1603671000.0,816595000.0,474085000.0,73622000.0,46596000.0,27026000.0,299980000.0,359759000.0,,,,289798000.0,,,-163506000.0,156440000.0,,,2.7,,,6.21,,,,163506000.0,-140617000.0,1.0,1.0
00106313,금호건설,20150522000293,2014,OK|연결,OK,9,6605,431,OK,48692000000.0,14264000000.0,34428000000.0,6416000000.0,1659000000.0,333000000.0,1326000000.0,5664000000.0,477000000.0,283000000.0,-218000000.0,465000000.0,7742000000.0,,,-2475000000.0,2736000000.0,2.69,3.7,3.195,3.5,5.0,4.25,,,5.99,2759000000.0,-2497000000.0,1.0,1.0
00106368,금호석유화학,20150331004415,2014,OK|연결,OK,10,10310,420,OK,138700000000.0,96061000000.0,42639000000.0,14428000000.0,4462000000.0,3148000000.0,1314000000.0,7497000000.0,-567000000.0,,,,23561000000.0,,,,,2.82,3.31,3.065,4.9,6.35,5.625,,,,,,1.0,1.0
00106395,금호전기,20150703000652,2014,OK|연결,OK,9,13342,424,OK,11739254000.0,9664700000.0,2074554000.0,3831117000.0,487131000.0,429198000.0,57933000.0,3712040000.0,1474115000.0,1503842000.0,42346000.0,-72073000.0,,2449000000.0,,-39113000.0,44623000.0,2.32,3.25,2.785,1.6,5.15,3.375,,,,45565000.0,-39105000.0,1.0,1.0
00106614,기신정기,20140627000451,2014,OK|연결,OK,6,7662,414,OK,7510605000.0,6638329000.0,872276000.0,2232664000.0,245095000.0,211518000.0,33577000.0,552142000.0,727480000.0,398152000.0,67397000.0,261931000.0,2477759000.0,,,-658304000.0,717585000.0,4.1,4.7,4.4,,,5.0,,,,780796000.0,-619002000.0,1.0,1.0
00106623,현대위아,20150605000339,2014,OK|연결,부분(2/7),15,21262,412,OK,,,3.39,,,5.0,,,,126409858000.0,112919907000.0,13489951000.0,20301037000.0,3895944000.0,3380328000.0,,,,,,,,,7364345000.0,7361714000.0,-6349740000.0,,,1.0,1.0
00106641,기아,20211210000409,2014,OK|연결,OK,8,5671,422,OK,1603218000000.0,1271212000000.0,332006000000.0,244958000000.0,51721000000.0,44004000000.0,7717000000.0,31935000000.0,181497000000.0,192814000000.0,402000000.0,-11719000000.0,252675000000.0,,,-198981000000.0,139455000000.0,,,3.53,,,5.0,,,,273812000000.0,-123965000000.0,1.0,1.0
