corp_code,corp_name,rcept_no,year,fs_type,status,extract_method,n_tables,input_tokens,output_tokens,DBO,PlanAsset,NetDBO,ServiceCost,InterestCost,InterestIncome,NetInterest,BenefitPayment,ActuarialGL,ActuarialGL_Financial,ActuarialGL_Demographic,ActuarialGL_Experience,RetirementBenefitCost,ExpectedContribution,DCPlanCost,SensitivityDR_1pct,SensitivitySG_1pct,DiscountRate_Min,DiscountRate_Max,DiscountRate_Mid,SalaryGrowth_Min,SalaryGrowth_Max,SalaryGrowth_Mid,Duration_Min,Duration_Max,Duration_Mid,SensitivityDR_1pct_down,SensitivitySG_1pct_down,DR_shock_raw,SG_shock_raw
00100601,강원에너지,20160330001333,2015,OK|연결,OK,HEADING,1,2365,356,39219591.0,25989600.0,13229991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
00100814,포스코이앤씨,20170331003823,2015,OK|연결,OK,14,6658,432,OK,260877000000.0,187946000000.0,72931000000.0,48768000000.0,5484000000.0,3804000000.0,1680000000.0,23483000000.0,-1409000000.0,7309000000.0,-7900000000.0,695000000.0,50448000000.0,,,-37100000000.0,40332000000.0,2.19,3.25,2.72,3.0,4.08,3.54,,,,39964000000.0,-37816000000.0,0.5,0.5
00100939,강남제비스코,20181231000124,2015,OK|연결,OK,8,6054,419,OK,18702000000.0,17986000000.0,716000000.0,2719000000.0,602000000.0,573000000.0,29000000.0,1999000000.0,1465000000.0,1170000000.0,,295000000.0,3321000000.0,4712000000.0,,-1535486000.0,1770898000.0,,,3.44,,,4.85,,,13.8,1785610000.0,-1554384000.0,1.0,1.0
00101044,에이프로젠바이오로직스,20160329000757,2015,OK|연결,OK,14,18282,414,OK,4692436000.0,2644334000.0,2048102000.0,919637000.0,106200000.0,65964000.0,40236000.0,835226000.0,-479291000.0,29137000.0,10434000.0,-518862000.0,1056595000.0,,,-250749000.0,273865000.0,2.29,2.32,2.305,,,5.0,,,,284077000.0,-247135000.0,1.0,1.0
00101220,KG케미칼,20170210000636,2015,OK|연결,OK,8,5516,411,OK,19721674000.0,15109875000.0,4611799000.0,4830208000.0,,393722000.0,,2865813000.0,-459493000.0,,,,4440356000.0,,,-1184271000.0,1319867000.0,2.28,2.97,2.625,3.2,6.14,4.67,,,,1333190000.0,-1195273000.0,1.0,1.0
00101257,경남기업,20160331000005,2015,OK|연결,OK,8,5619,390,OK,17695009000.0,3000276000.0,14694733000.0,3982754000.0,527848000.0,0.0,527848000.0,9776773000.0,-211211000.0,852136000.0,-370791000.0,-692556000.0,4510602000.0,,,,,,,,,,,,,,,,,
00101433,경농,20160330000786,2015,OK|연결,부분(0/7),2,3468,511,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00101488,경동나비엔,20160330000365,2015,OK|연결,부분(0/7),2,2274,551,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00101549,경동제약,20160329000958,2015,OK|연결,OK,9,6061,413,OK,13913996000.0,10688414000.0,3225582000.0,2293552000.0,330123000.0,328626000.0,1497000.0,778296000.0,757832000.0,215569000.0,542263000.0,,2295049000.0,,,-1633335000.0,1942002000.0,,,3.23,,,3.0,,,12.75,1957306000.0,-1651740000.0,1.0,1.0
00101628,경방,20160330001223,2015,OK|연결,OK,13,5229,385,OK,858449000.0,612994000.0,245455000.0,1143088000.0,174780000.0,372472000.0,-197692000.0,1962877000.0,43990000.0,,,,945396000.0,,,,,,,2.22,,,1.0,,,,,,,
00101664,경보제약,20160330003868,2015,OK|연결,OK,11,17231,416,OK,12768539000.0,9832997000.0,2935542000.0,1613663000.0,276555000.0,160321000.0,116234000.0,616633000.0,665170000.0,1866008000.0,-1154418000.0,-46420000.0,2558879000.0,,,-943184000.0,1045395000.0,,,2.53,,,6.69,,,8.197,1081460000.0,-932135000.0,1.0,1.0
00101752,케이씨피드,20160330003444,2015,OK|연결,OK,16,6736,388,OK,2723310000.0,2863625000.0,-140315000.0,609075000.0,,,-23736000.0,,-62401000.0,,,,585339000.0,,,-40250000.0,42800000.0,,,2.59,,,3.0,,,,40250000.0,-42800000.0,1.0,1.0
00102113,경인양행,20160510000950,2015,OK|연결,OK,10,7168,411,OK,7686415000.0,6161700000.0,1524715000.0,536381000.0,269939000.0,224290000.0,45649000.0,13430000.0,269745000.0,108965000.0,17001000.0,143779000.0,582030000.0,,2381535000.0,-659986000.0,767715000.0,,,3.97,,,4.55,,,,763407000.0,-675253000.0,1.0,1.0
00102140,경인전자,20160328000417,2015,OK|연결,OK,15,7045,397,OK,1936784000.0,2843878000.0,-907094000.0,99935000.0,3647000.0,79044000.0,-75397000.0,13178000.0,66026000.0,,,,33674000.0,,,-12693000.0,14145000.0,,,3.0,,,5.0,,,,14566000.0,-12594000.0,1.0,1.0
00102353,경창산업,20160330000787,2015,OK|연결,OK,12,17977,408,OK,53509239000.0,6584637000.0,46924602000.0,7048376000.0,1250215000.0,172617000.0,1077598000.0,3040200000.0,6274913000.0,,,,8125974000.0,,,-4784458000.0,5539543000.0,,,2.8,,,5.73,,,,5683791000.0,-4764815000.0,1.0,1.0
00102399,경향신문사,20160330000741,2015,OK|별도,부분(0/7),3,3674,351,부분(1/7),,,,,,,,2854237490.0,,,,,,,,,,,,,,,,,,,,,,
00102432,계룡건설산업,20160401002253,2015,OK|연결,OK,9,6961,437,OK,68656460000.0,27581847000.0,41074613000.0,7859157000.0,1751050000.0,700297000.0,1050753000.0,6622829000.0,-973618000.0,1467730000.0,27190000.0,-2468538000.0,10531725000.0,4265000000.0,116218000.0,-4154533000.0,4670515000.0,2.64,2.66,2.65,2.0,3.93,2.965,,,,4718360000.0,-4193938000.0,1.0,1.0
00102618,계양전기,20160330003412,2015,OK|연결,부분(3/7),24,11555,365,부분(6/7),,,,130823000.0,22829000.0,,,162250000.0,10721000.0,,,,142931000.0,,,,,,,2.3,,,,,,,,,,
00102751,고려산업,20160513001902,2015,OK|연결,OK,7,5993,395,OK,3877730000.0,3659795000.0,217935000.0,521351000.0,84015000.0,74038000.0,9977000.0,3108905000.0,965813000.0,56645000.0,1617000.0,907551000.0,531328000.0,,,,,,,2.46,,,3.0,,,,,,,
00102760,두산건설,20160516003173,2015,OK|연결,OK,19,7460,430,OK,92634552000.0,47049319000.0,45585233000.0,10334570000.0,2927546000.0,1483436000.0,1444110000.0,8098215000.0,5783914000.0,3053882000.0,130353000.0,2599679000.0,11584726000.0,27369000000.0,,-4205032000.0,4514385000.0,,,2.7,2.8,3.0,2.9,,,,4574165000.0,-4232951000.0,1.0,1.0
00102858,고려아연,20160330002726,2015,OK|연결,OK,7,5746,436,OK,101065535000.0,99402641000.0,1662894000.0,10298828000.0,2637816000.0,2189089000.0,448727000.0,902683000.0,4920790000.0,3005653000.0,221828000.0,1693309000.0,10747555000.0,,574331000.0,-8922883000.0,10162312000.0,2.5,2.9,2.7,5.0,5.27,5.135,,,9.62,10526005000.0,-8815506000.0,1.0,1.0
00103006,고려제강,20180312000314,2015,OK|연결,OK,14,6138,430,OK,49797000000.0,44368000000.0,5429000000.0,6353000000.0,1058000000.0,1003000000.0,55000000.0,2589000000.0,6004000000.0,486000000.0,-60000000.0,5578000000.0,,6003000000.0,,-3181000000.0,2987000000.0,2.3,4.5,3.4,3.9,6.5,5.2,,,,3092000000.0,-3179000000.0,1.0,1.0
00103015,고려제약,20160330000359,2015,OK|연결,OK,16,7050,406,OK,7812655000.0,7381900000.0,430755000.0,843565000.0,213380000.0,169410000.0,43970000.0,601491000.0,168157000.0,118604000.0,1744000.0,285017000.0,887535000.0,,,401415000.0,450916000.0,,,2.49,,,2.74,,,,456335000.0,404471000.0,1.0,1.0
00103042,케이씨티시,20160330003704,2015,OK|연결,OK,8,11135,423,OK,20955749000.0,18633298000.0,2322451000.0,2600398000.0,472622000.0,449498000.0,23124000.0,1237118000.0,891657000.0,60172000.0,,831485000.0,3073020000.0,2486000000.0,57000000.0,,,2.29,3.03,2.66,2.0,3.75,2.875,5.0,8.0,6.5,,,,
00103130,플레이그램,20160518000054,2015,OK|연결,부분(0/7),17,9471,359,부분(4/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
00103176,흥국화재,20160330003906,2015,OK|연결,OK,6,5190,388,OK,690000000.0,570000000.0,120000000.0,417000000.0,14000000.0,13000000.0,1000000.0,640000000.0,-93000000.0,,,,5887000000.0,,5469000000.0,,,,,2.01,,,10.0,,,,,,,
00103510,인지컨트롤스,20160330000894,2015,OK|연결,OK,15,6383,412,OK,10842781000.0,5752874000.0,5089907000.0,2786291000.0,460410000.0,299433000.0,160977000.0,8288398000.0,676977000.0,-28513000.0,373000.0,705117000.0,2947269000.0,,,-2108992000.0,2108992000.0,,,2.71,,,4.27,,,,2082884000.0,-1828320000.0,0.5,0.5
00103547,우진비앤지,20160330001642,2015,OK|별도,OK,16,6351,398,OK,2563400265.0,1265507481.0,1284978514.0,312669601.0,75092671.0,30517143.0,44575528.0,189366040.0,114554710.0,,,,266489451.0,,,-158436041.0,136672392.0,,,2.94,,,5.37,,,,134771640.0,-157700938.0,1.0,1.0
00103592,광동제약,20160329000693,2015,OK|연결,OK,8,6676,420,OK,11953157000.0,10726942000.0,1195847000.0,1529717000.0,470521000.0,223751000.0,246770000.0,774998000.0,544651000.0,313805000.0,-86425000.0,317271000.0,1776487000.0,,3474878000.0,-1079242000.0,1206542000.0,,,2.68,,,3.63,,,9.79,1266837000.0,-1083683000.0,1.0,1.0
00103626,한솔피엔에스,20160603000448,2015,OK|연결,OK,9,7469,421,OK,9572357000.0,6370844000.0,3201513000.0,1079689000.0,236036000.0,157980000.0,78056000.0,661890000.0,224336000.0,275948000.0,104437000.0,156049000.0,1157745000.0,,,-572063000.0,624339000.0,2.32,2.71,2.515,5.0,5.4,5.2,,,,-642961000.0,-567280000.0,1.0,1.0
00103635,광림,20160516002495,2015,OK|연결,OK,17,6406,401,OK,4914095390.0,1221578210.0,3692517180.0,1759718459.0,224919130.0,66085991.0,158833139.0,1521342310.0,7790430.0,,,,1918551598.0,,,-287465181.0,320568143.0,,,2.43,,,3.63,,,,321963188.0,-291646583.0,1.0,1.0
00103644,비츠로테크,20150930000365,2015,OK|연결,OK,13,5569,389,OK,6445268000.0,,,1111440000.0,135394000.0,,135394000.0,490634000.0,619740000.0,,,,1246835000.0,,,-251526000.0,266545000.0,,,2.43,,,4.83,,,,277025000.0,-246723000.0,1.0,1.0
00103662,광명전기,20160330002751,2015,OK|연결,OK,7,5673,398,OK,7655630785.0,2243384596.0,5412246189.0,1134994491.0,204457328.0,33643043.0,170814285.0,1043312211.0,-220587637.0,,,,1404508431.0,,,-453575896.0,511556828.0,,,2.75,,,,,,,520642998.0,-454839992.0,1.0,1.0
00104069,케이디비생명보험,20160330001945,2015,OK|연결,OK,1,2594,375,OK,29753000000.0,,,6076000000.0,603000000.0,,,939000000.0,2675000000.0,-510000000.0,840000000.0,-3005000000.0,,,,,,,,,,,,,,,,,,
00104102,우리종합금융,20160330004179,2015,OK|연결,OK,12,5916,405,OK,1352230000.0,1461682000.0,-109452000.0,221337000.0,27895000.0,27166000.0,729000.0,82541000.0,181628000.0,27146000.0,-2480000.0,156962000.0,85057000.0,324540000.0,,-94179000.0,109571000.0,,,2.56,,,1.88,,,,107730000.0,,1.0,1.0
00104120,광진실업,20160330004535,2015,OK|연결,OK,7,4938,397,OK,2087449000.0,1879723000.0,206832000.0,357417000.0,44176000.0,41278000.0,2898000.0,119290000.0,92123000.0,,,,468065000.0,,,-159288000.0,181140000.0,,,2.33,,,4.98,,,,184084000.0,-159930000.0,1.0,1.0
00104388,국도화학,20160329000310,2015,OK|연결,부분(0/7),2,2950,816,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00104519,국보,20160511000128,2015,OK|연결,OK,23,21095,410,OK,7223157000.0,4612527000.0,2610630000.0,727069000.0,154393000.0,120652000.0,33741000.0,183773000.0,3364000.0,2235000.0,7666000.0,-6537000.0,,,47534000.0,-454411000.0,511648000.0,,,2.53,,,4.39,,,7.57,518071000.0,-457695000.0,1.0,1.0
00104537,국영지앤엠,20160330004501,2015,OK|별도,부분(0/7),1,1926,347,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00104573,국일제지,20160516002652,2015,OK|연결,OK,10,12436,412,OK,5320908000.0,2986730000.0,2334178000.0,1049108000.0,201383000.0,80422000.0,120961000.0,954337000.0,-659536000.0,,,,1170069000.0,,,-270520000.0,298125000.0,2.37,2.66,2.515,4.18,4.43,4.305,,,,302728000.0,-271753000.0,1.0,1.0
00104698,LS네트웍스,20160516002083,2015,OK|연결,OK,19,24466,419,OK,20028977000.0,11407628000.0,8621349000.0,4448525000.0,693337000.0,412599000.0,280738000.0,3068978000.0,-368897000.0,177228000.0,-708654000.0,,,,,-1419172000.0,1616905000.0,2.87,3.6,3.235,4.36,6.93,5.645,,,,1619987000.0,-1434715000.0,1.0,1.0
00104722,국제약품,20160330001531,2015,OK|연결,부분(0/7),6,3757,680,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00104768,가온전선,20160330003930,2015,OK|연결,OK,19,8273,440,OK,15254788000.0,12951023000.0,2303765000.0,2048944000.0,462637000.0,405067000.0,57570000.0,1288070000.0,1777221000.0,422272000.0,17971000.0,1147563000.0,2155374000.0,,48860000.0,-1072000000.0,1231000000.0,3.0,3.5,3.25,4.0,5.5,4.75,7.31,8.85,8.08,1251000000.0,-1078000000.0,1.0,1.0
00104786,미래아이앤지,20160511001453,2015,OK|연결,OK,15,11225,395,OK,818102000.0,160434000.0,657668000.0,245795000.0,17723000.0,5333000.0,12390000.0,233639000.0,51110000.0,,,,258185000.0,,,-63398000.0,70363000.0,,,2.38,,,5.0,,,,72957000.0,-62529000.0,1.0,1.0
00104810,소노스퀘어,20160513004332,2015,OK|연결,OK,24,18597,400,OK,4949338000.0,3064650000.0,1884688000.0,1184992000.0,121798000.0,79991000.0,41807000.0,585712000.0,185749000.0,,,,1259015000.0,,,,,2.31,2.64,2.475,3.19,4.47,3.83,,,,,,,
00104856,삼성증권,20160330003747,2015,OK|연결,OK,20,30509,426,OK,70183110000.0,64429969000.0,5753141000.0,11418102000.0,1634471000.0,1532165000.0,102306000.0,6672591000.0,3194528000.0,-2989554000.0,-36231000.0,-168743000.0,,,,-3286513000.0,3612317000.0,2.16,2.95,2.555,3.53,5.24,4.385,,,,3636503000.0,-3327280000.0,1.0,1.0
00104999,윌비스,20160330003617,2015,OK|연결,OK,14,7914,417,OK,5967347739.0,125048666.0,5842299073.0,1180391447.0,114848225.0,,114848225.0,430399942.0,24555205.0,120390766.0,27933255.0,-123768816.0,1295239672.0,,,-426830223.0,484348831.0,2.88,2.97,2.925,4.44,6.98,5.71,,,,499092552.0,-423403230.0,1.0,1.0
00105040,뉴인텍,20160526000161,2015,OK|연결,OK,9,5982,421,OK,4172953000.0,1183540000.0,2989413000.0,671752000.0,63888000.0,33931000.0,29957000.0,196764000.0,260998000.0,123076000.0,-27000.0,137949000.0,701709000.0,193619000.0,24563000.0,-196861000.0,228019000.0,,,2.53,2.0,3.5,2.75,,,8.63,228397000.0,-200245000.0,1.0,1.0
00105101,INVENI,20160330004213,2015,OK|연결,OK,14,19930,423,OK,38505435000.0,23062834000.0,15442601000.0,5058102000.0,1349854000.0,945188000.0,404666000.0,4621323000.0,3469804000.0,,,,5345840000.0,18910000000.0,,-3633325000.0,4190368000.0,2.6,4.0,3.3,3.76,5.38,4.57,,,,4273339000.0,-3636257000.0,1.0,1.0
00105138,파라텍,20160330002616,2015,OK|연결,OK,13,15020,399,OK,4132024000.0,3819076000.0,312948000.0,1118393000.0,85224000.0,83296000.0,1928000.0,591218000.0,413113000.0,,,,1120321000.0,,,-183894000.0,208035000.0,,,2.62,,,2.43,,,,209515000.0,-186104000.0,1.0,1.0
00105156,극동유화,20160330001102,2015,OK|연결,OK,8,5030,400,OK,5938725000.0,5691449000.0,247276000.0,742771000.0,130489000.0,136080000.0,-5591000.0,663192000.0,365089000.0,,,,750388000.0,,,-331775000.0,369763000.0,,,2.83,,,5.0,,,11.8,381437000.0,-328678000.0,1.0,1.0
00105165,극동전선,20160330004678,2015,OK|별도,부분(1/7),2,2835,354,부분(2/7),,15061579000.0,,,,,,80194000.0,,,,,,,,,,,,,,,,,,,,,,
00105174,에이치디현대오일뱅크,20180710000417,2015,OK|연결,OK,14,6150,418,OK,193006659000.0,179581648000.0,13425011000.0,20308159000.0,4477250000.0,3893988000.0,583262000.0,5919441000.0,22561411000.0,18034209000.0,,4527202000.0,,,,-19468057594.0,23141878453.0,,,2.66,2.81,4.74,3.775,,,,23793449988.0,-19345699250.0,1.0,1.0
