corp_code,corp_name,rcept_no,year,fs_type,status,extract_method,n_tables,input_tokens,output_tokens,DBO,PlanAsset,NetDBO,ServiceCost,InterestCost,InterestIncome,NetInterest,BenefitPayment,ActuarialGL,ActuarialGL_Financial,ActuarialGL_Demographic,ActuarialGL_Experience,RetirementBenefitCost,ExpectedContribution,DCPlanCost,SensitivityDR_1pct,SensitivitySG_1pct,DiscountRate_Min,DiscountRate_Max,DiscountRate_Mid,SalaryGrowth_Min,SalaryGrowth_Max,SalaryGrowth_Mid,Duration_Min,Duration_Max,Duration_Mid,SensitivityDR_1pct_down,SensitivitySG_1pct_down,DR_shock_raw,SG_shock_raw
00100601,강원에너지,20190401004229,2018,OK|연결,부분(2/7),HEADING,2,2530,353,,,,,,,,,,,,,590658000.0,,590658000.0,,,,,,,,,,,,,,,
00100656,강원일보,20190329003281,2018,OK|별도,부분(0/7),17,8898,350,부분(1/7),,,,,,,,886996000.0,,,,,,,,,,,,,,,,,,,,,,
00100814,포스코이앤씨,20190329003861,2018,OK|연결,OK,5,5586,399,OK,314326440000.0,281082399000.0,33244041000.0,37891584000.0,6871198000.0,4819399000.0,2051799000.0,23719418000.0,42699194000.0,9873623000.0,32826175000.0,,39307461000.0,,1537408000.0,,,,,,,,,,,,,,,
00100939,강남제비스코,20190401003049,2018,OK|연결,OK,7,5692,432,OK,29228000000.0,31513000000.0,-2285000000.0,3916000000.0,944000000.0,1162000000.0,-218000000.0,2626000000.0,41000000.0,1121000000.0,,-1080000000.0,,5785000000.0,85000000.0,-2198355200.0,8690000000.0,3.11,3.62,3.365,3.18,4.63,3.905,,,8.39,8680000000.0,-2241367600.0,1.0,1.0
00101044,에이프로젠바이오로직스,20190626000095,2018,OK|연결,OK,8,5997,419,OK,7126349000.0,2836007000.0,4290342000.0,1036088000.0,126298000.0,73129000.0,53169000.0,441286000.0,285217000.0,123504000.0,0.0,161713000.0,1089257000.0,,,-417829000.0,460646000.0,2.25,2.26,2.255,5.0,5.44,5.22,,,,479310000.0,-410793000.0,1.0,1.0
00101220,KG케미칼,20190401004993,2018,OK|연결,OK,15,6644,418,OK,37201863000.0,23853186000.0,13348677000.0,6741870000.0,765025000.0,644304000.0,120721000.0,6219048000.0,2620202000.0,,,,6862591000.0,,,-1453092000.0,2137202000.0,2.23,3.1,2.665,1.9,4.96,3.43,,,,2160830000.0,-1464422000.0,1.0,1.0
00101257,경남기업,20190401000135,2018,OK|연결,OK,9,6114,401,OK,14543668000.0,3394166000.0,11149502000.0,1640935000.0,424785000.0,71197000.0,353588000.0,1923797000.0,603284000.0,389764000.0,-173679000.0,387199000.0,1994523000.0,,,,,,,2.77,,,4.48,,,3.9,,,,
00101433,경농,20190403001952,2018,OK|연결,OK,10,17129,380,OK,5672010000.0,100029000.0,5571981000.0,569725000.0,128181000.0,2751000.0,125430000.0,502394000.0,437612000.0,,,,,,1350919000.0,,,,,,,,,,,,,,,
00101488,경동나비엔,20190329002643,2018,OK|연결,OK,18,6471,419,OK,39255456000.0,37385408000.0,1870048000.0,5648556000.0,1305446000.0,1313940000.0,-8494000.0,2930956000.0,1075050000.0,1491244000.0,0.0,-416194000.0,5640062000.0,,155955000.0,-2698159000.0,3142571000.0,,,3.52,,,3.69,,,,3119006000.0,-2766234000.0,1.0,1.0
00101549,경동제약,20190329002601,2018,OK|연결,OK,9,11005,416,OK,18441832000.0,18284291000.0,157541000.0,2582764000.0,568960000.0,626768000.0,-57808000.0,1371830000.0,166624000.0,671041000.0,-193517000.0,-310900000.0,2524956000.0,,,-1341681000.0,1534134000.0,,,2.73,,,3.83,,,8.4,1542559000.0,-1359456000.0,1.0,1.0
00101628,경방,20190401001920,2018,OK|연결,OK,14,5604,387,OK,669782000.0,791856000.0,-122074000.0,207456000.0,13528000.0,9511000.0,4017000.0,295273000.0,29190000.0,,,,211473000.0,,1329574000.0,,,,,2.23,,,1.0,,,,,,,
00101664,경보제약,20190401004765,2018,OK|연결,OK,12,14718,413,OK,8987710000.0,6479353000.0,2508357000.0,1727546000.0,238448000.0,175984000.0,62464000.0,528226000.0,-655777000.0,304555000.0,-189596000.0,-770736000.0,1712544000.0,,1162832000.0,-635772000.0,719952000.0,,,2.67,,,5.31,,,,735140000.0,-635704000.0,1.0,1.0
00101752,케이씨피드,20190401004138,2018,OK|연결,OK,12,5146,388,OK,3918293000.0,3703791000.0,214502000.0,648035000.0,,,136922000.0,,144083000.0,,,,511113000.0,,,-223380000.0,266664000.0,,,3.66,,,3.71,,,,262386000.0,-231102000.0,1.0,1.0
00102113,경인양행,20190329002398,2018,OK|연결,OK,10,6311,401,OK,10343448000.0,9522207000.0,821241000.0,672812000.0,381761000.0,324142000.0,57619000.0,9882000.0,-128683000.0,,,,730431000.0,,3224042000.0,-451235000.0,496245000.0,,,3.23,,,3.9,,,,504259000.0,-451944000.0,1.0,1.0
00102140,경인전자,20190328001394,2018,OK|연결,OK,19,7661,396,OK,2300258000.0,2942320000.0,-642062000.0,122588000.0,8003000.0,92470000.0,-84467000.0,20047000.0,-88000.0,,,,48090000.0,,,-20508000.0,22533000.0,,,2.68,,,5.0,,,,23273000.0,-20290000.0,1.0,1.0
00102399,경향신문사,20190401000091,2018,OK|별도,부분(0/7),1,2272,350,부분(1/7),,,,,,,,725245930.0,,,,,,,,,,,,,,,,,,,,,,
00102432,계룡건설산업,20190401005146,2018,OK|연결,OK,19,7693,439,OK,94651485000.0,39480073000.0,55171412000.0,11115468000.0,2262241000.0,1080394000.0,1181847000.0,8933809000.0,6171933000.0,5340678000.0,-234009000.0,1065264000.0,14333166000.0,7000000000.0,97006000.0,-7780546000.0,8947406000.0,2.62,3.18,2.9,1.0,3.96,2.48,,,,9054164000.0,-7841919000.0,1.0,1.0
00102618,계양전기,20220420000289,2018,OK|연결,부분(0/7),2,2293,351,부분(1/7),,,,,,,,,,,,,4507903000.0,,,,,,,,,,,,,,,,,
00102751,고려산업,20190401001840,2018,OK|연결,OK,6,6129,391,OK,5344176000.0,6053703000.0,-709527000.0,615578000.0,121198000.0,114283000.0,6915000.0,467368000.0,-115581000.0,-148827000.0,55914000.0,-22668000.0,622493000.0,,7580000.0,,,,,,,,,,,,,,,
00102760,두산건설,20190329003684,2018,OK|연결,OK,12,19082,434,OK,71929605000.0,53331624000.0,18598000000.0,6184652000.0,1630371000.0,583462000.0,1046909000.0,3302170000.0,1211546000.0,2819610000.0,336000.0,-1608400000.0,7231561000.0,15960000000.0,60000000.0,-2565703000.0,2319272000.0,,,2.5,2.1,4.0,3.05,,,3.53,2380523000.0,-2557314000.0,1.0,1.0
00102858,고려아연,20190401003964,2018,OK|연결,OK,7,5887,435,OK,146748587000.0,156589782000.0,-9841195000.0,12865974000.0,3998332000.0,4252976000.0,-254644000.0,1324553000.0,9354036000.0,6555662000.0,0.0,2798374000.0,12611330000.0,,949805000.0,-12570808000.0,14689025000.0,2.5,2.7,2.6,4.72,5.0,4.86,,,9.33,14823824000.0,-12699472000.0,1.0,1.0
00103006,고려제강,20190402001474,2018,OK|연결,부분(0/7),52,49636,324,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00103015,고려제약,20190401001398,2018,OK|연결,OK,36,14508,391,OK,9559717000.0,9765760000.0,-206043000.0,888195000.0,235559000.0,244542000.0,-8983000.0,373082000.0,473309000.0,226865000.0,,246444000.0,902382000.0,,,,,,,2.46,,,2.0,,,,,,,
00103042,케이씨티시,20190401000765,2018,OK|연결,OK,9,15389,423,OK,24970597000.0,23286709000.0,1683888000.0,2663766000.0,710950000.0,677943000.0,33007000.0,1359621000.0,44642000.0,-239387000.0,,284029000.0,2696773000.0,2599000000.0,129000000.0,,,2.25,3.46,2.855,1.85,6.26,4.055,5.8,8.29,7.045,,,,
00103130,플레이그램,20201023000294,2018,OK|연결,부분(0/7),1,2060,479,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00103176,흥국화재,20190401001678,2018,OK|연결,OK,3,3729,383,OK,1400000000.0,1368000000.0,32000000.0,594000000.0,23000000.0,28000000.0,-5000000.0,173000000.0,63000000.0,43000000.0,0.0,20000000.0,,,,,,,,,,,,,,,,,,
00103510,인지컨트롤스,20190401000994,2018,OK|연결,OK,15,6424,411,OK,16243677000.0,16023329000.0,220348000.0,2375607000.0,413987000.0,387961000.0,26026000.0,1024282000.0,283348000.0,674070000.0,0.0,-390722000.0,2401632000.0,,,-2647272000.0,3025252000.0,,,2.68,,,4.17,,,,3047272000.0,-2672968000.0,0.5,0.5
00103547,우진비앤지,20211217000486,2018,OK|연결,OK,17,6907,413,OK,3023798773.0,1270278421.0,1753520352.0,553033784.0,95035569.0,41410715.0,53624854.0,204082220.0,392802022.0,,,,606658638.0,,128000000.0,-128757743.0,150862481.0,2.82,2.9,2.86,2.74,3.96,3.35,,,,149536674.0,-132130554.0,1.0,1.0
00103592,광동제약,20190329002653,2018,OK|연결,OK,14,19330,412,OK,15486836000.0,15583065000.0,-96229000.0,1828310000.0,402455000.0,414393000.0,-11938000.0,809636000.0,96184000.0,314829000.0,,-218645000.0,1816372000.0,,,-1270275000.0,1444662000.0,,,2.52,,,4.02,,,8.9,1467737000.0,-1275707000.0,1.0,1.0
00103626,한솔피엔에스,20190401002951,2018,OK|별도,OK,8,5734,419,OK,7776903000.0,6775644000.0,1001259000.0,983231000.0,189745000.0,169013000.0,20732000.0,775507000.0,630910000.0,247454000.0,126000.0,383330000.0,1172976000.0,,,-571843000.0,641081000.0,2.24,2.26,2.25,3.5,4.76,4.13,,,,652594000.0,-573280000.0,1.0,1.0
00103635,광림,20190402002417,2018,OK|연결,부분(0/7),1,1927,481,부분(0/7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
