corp_code,corp_name,rcept_no,year,fs_type,status,extract_method,n_tables,input_tokens,output_tokens,DBO,PlanAsset,NetDBO,ServiceCost,InterestCost,InterestIncome,NetInterest,BenefitPayment,ActuarialGL,ActuarialGL_Financial,ActuarialGL_Demographic,ActuarialGL_Experience,RetirementBenefitCost,ExpectedContribution,DCPlanCost,SensitivityDR_1pct,SensitivitySG_1pct,DiscountRate_Min,DiscountRate_Max,DiscountRate_Mid,SalaryGrowth_Min,SalaryGrowth_Max,SalaryGrowth_Mid,Duration_Min,Duration_Max,Duration_Mid,SensitivityDR_1pct_down,SensitivitySG_1pct_down,DR_shock_raw,SG_shock_raw
00100656,강원일보,20200327001991,2019,OK|별도,부분(2/7),HEADING,2,2311,355,,7578239000.0,,,,,,1153879000.0,,,,,,,,,,,,,,,,,,,,,,
00100814,포스코이앤씨,20201008000023,2019,OK|연결,OK,HEADING,5,5597,402,404354054000.0,378398058000.0,25955996000.0,44739086000.0,6589738000.0,5491843000.0,1097895000.0,23012313000.0,17449901000.0,7543430000.0,10153484000.0,-254647000.0,46837463000.0,,1920527000.0,,,,,,,,,,,,,,,
00100939,강남제비스코,20200330002287,2019,OK|연결,OK,KEYWORD,12,13881,424,31073000000.0,32145000000.0,-1072000000.0,4042000000.0,1013000000.0,1099000000.0,-86000000.0,2708000000.0,-502000000.0,366000000.0,-395000000.0,-473000000.0,,,,-2556450000.0,2621350000.0,2.85,3.24,3.045,3.43,4.38,3.905,,,,2628950000.0,-2320350000.0,1.0,1.0
00101044,에이프로젠바이오로직스,20200327001415,2019,OK|연결,OK,HEADING,10,6734,434,9347250000.0,3142985000.0,6204265000.0,1213619000.0,124921000.0,66593000.0,58328000.0,403029000.0,510738000.0,224862000.0,298800000.0,-12924000.0,1271947000.0,1149825000.0,,-630067000.0,700487000.0,1.93,1.95,1.94,5.0,5.6,5.3,5.4,8.7,7.05,732443000.0,-617074000.0,1.0,1.0
00101220,KG케미칼,20200330004224,2019,OK|연결,OK,HEADING,15,6945,420,142778647000.0,87534595000.0,55244052000.0,9813536000.0,1706278000.0,1080748000.0,625530000.0,9812639000.0,6406573000.0,,,,10439066000.0,,,-13417177000.0,15477242000.0,1.87,3.02,2.445,2.0,4.96,3.48,,,,15843021000.0,-13468543000.0,1.0,1.0
00101257,경남기업,20200330000259,2019,OK|연결,OK,KEYWORD,8,5391,403,15932323000.0,6464459000.0,9467864000.0,1589550000.0,359059000.0,55606000.0,303453000.0,1775561000.0,1215607000.0,83066000.0,70007000.0,1062534000.0,1893003000.0,,,,,,,2.45,,,4.11,,,4.4,,,,
00101433,경농,20200330002765,2019,OK|연결,OK,KEYWORD,11,10762,376,6430266000.0,88154000.0,6342112000.0,649599000.0,112257000.0,1890000.0,110367000.0,546095000.0,542496000.0,,,,,,,,,,,,,,,,,,,,,
00101488,경동나비엔,20200327000060,2019,OK|연결,OK,HEADING,18,6497,434,47829558000.0,43838099000.0,3991459000.0,6109218000.0,1313425000.0,1248137000.0,65288000.0,3176695000.0,4055860000.0,2957382000.0,428051000.0,1526529000.0,6174506000.0,,153227000.0,-2920487000.0,3468189000.0,3.07,3.27,3.17,3.53,4.25,3.89,,,,3119006000.0,-2766234000.0,1.0,1.0
00101549,경동제약,20200327001682,2019,OK|연결,OK,KEYWORD,8,10853,415,21240623000.0,21984972000.0,-744349000.0,2581751000.0,479239000.0,504472000.0,-25233000.0,1763622000.0,1501423000.0,32673000.0,433255000.0,1035495000.0,2556519000.0,,,,,,,2.98,,,4.07,,,,,,1.0,1.0
00101628,경방,20200330002419,2019,OK|연결,OK,KEYWORD,7,9027,386,543738000.0,711956000.0,-168218000.0,195743000.0,11658000.0,10990000.0,668000.0,380498000.0,47053000.0,,,,196411000.0,,1695330000.0,,,,,1.75,,,1.0,,,,,,,
