corp_code,corp_name,rcept_no,year,fs_type,status,extract_method,n_tables,input_tokens,output_tokens,DBO,PlanAsset,NetDBO,ServiceCost,InterestCost,InterestIncome,NetInterest,BenefitPayment,ActuarialGL,ActuarialGL_Financial,ActuarialGL_Demographic,ActuarialGL_Experience,RetirementBenefitCost,ExpectedContribution,DCPlanCost,SensitivityDR_1pct,SensitivitySG_1pct,DiscountRate_Min,DiscountRate_Max,DiscountRate_Mid,SalaryGrowth_Min,SalaryGrowth_Max,SalaryGrowth_Mid,Duration_Min,Duration_Max,Duration_Mid
00100656,강원일보,20210331000666,2020,별도,부분(1/7),HEADING,2,2153,315,,,,,,,,1078606000.0,,,,,,,,,,,,,,,,,,
00100814,포스코이앤씨,20210305000704,2020,연결,부분(3/7),HEADING,4,3096,338,462234856000.0,415180986000.0,47053870000.0,49138841000.0,,,601752000.0,,,,,,49740593000.0,,2978042000.0,,,,,,,,,,,
00100939,강남제비스코,20210317000299,2020,연결,OK,KEYWORD,11,12469,373,33186000000.0,33581000000.0,-395000000.0,4012000000.0,957000000.0,991000000.0,-34000000.0,2456000000.0,-400000000.0,-78000000.0,0.0,-322000000.0,,,,-238750000.0,272481000.0,2.77,3.28,3.025,3.35,4.5,3.925,,,
00101044,에이프로젠바이오로직스,20210318000458,2020,연결,OK,HEADING,10,6627,389,9946133000.0,3756997000.0,6189136000.0,1506376000.0,140672000.0,65219000.0,75453000.0,577395000.0,486908000.0,48175000.0,0.0,438733000.0,1581829000.0,737000000.0,,-509046000.0,557898000.0,1.78,1.85,1.815,3.92,5.88,4.9,6.5,8.52,7.51
00101257,경남기업,20210330001375,2020,연결,OK,KEYWORD,9,5961,365,17506764000.0,9589729000.0,7917035000.0,1532412000.0,352566000.0,125395000.0,227171000.0,1304988000.0,994451000.0,37231000.0,266093000.0,691127000.0,1759583000.0,,,,,,,2.53,,,4.21,,,5.0
00101433,경농,20210322000474,2020,연결,OK,HEADING,5,3328,341,6716232000.0,87458000.0,6628774000.0,814170000.0,117413000.0,,117413000.0,431594000.0,210387000.0,,,,,,1329415000.0,,,,,,,,,,,
00101488,경동나비엔,20210419000238,2020,연결,OK,HEADING,18,6562,384,57701498000.0,56716226000.0,985272000.0,7077093000.0,1472060000.0,1346593000.0,125467000.0,4350649000.0,907345000.0,167084000.0,,1074429000.0,7236476000.0,,249000000.0,-1232149000.0,1502273000.0,3.06,3.31,3.185,3.59,4.37,3.98,,,
00101549,경동제약,20210319001046,2020,연결,OK,KEYWORD,9,11062,371,22973447000.0,25198547000.0,-2225100000.0,2755182000.0,611605000.0,634980000.0,-23375000.0,1786497000.0,152534000.0,238351000.0,0.0,-390885000.0,2731807000.0,,167751000.0,-20476735000.0,25617475000.0,,,3.08,,,4.08,,,
00101664,경보제약,20210318000256,2020,연결,OK,KEYWORD,12,14467,369,10091490000.0,8498705000.0,1592785000.0,1668881000.0,172072000.0,120238000.0,51834000.0,229598000.0,113268000.0,-121042000.0,0.0,234310000.0,1499922000.0,,,-708093000.0,801743000.0,,,2.35,,,4.91,,,7.7048
00102113,경인양행,20210331000615,2020,연결,OK,HEADING,11,6934,357,10190299000.0,8776726000.0,1413573000.0,601872000.0,240573000.0,285152000.0,-44579000.0,2427817000.0,741962000.0,,,,557293000.0,,,-478251000.0,529127000.0,,,2.93,,,3.9,,,
00102140,경인전자,20210318000118,2020,연결,OK,HEADING,17,6998,355,2732564000.0,2915659000.0,-183095000.0,149363000.0,8228000.0,75440000.0,-67212000.0,77525000.0,-27760000.0,,,,91580000.0,,,-29487000.0,28491000.0,,,2.57,,,5.0,,,
00102353,경창산업,20210322000584,2020,연결,OK,KEYWORD,10,17345,376,57646107000.0,4118347000.0,53527760000.0,7879476000.0,1487980000.0,216426000.0,1271554000.0,14374393000.0,-2413311000.0,,,,9151030000.0,,,-5589843000.0,6455369000.0,1.99,2.5,2.245,2.75,4.49,3.62,,,
00102399,경향신문사,20210330001669,2020,별도,부분(1/7),KEYWORD,1,2275,315,,,,,,,,4200568737.0,,,,,,,,,,,,,,,,,,
00102751,고려산업,20210318000784,2020,연결,부분(2/7),HEADING,1,2064,322,6086010000.0,6488143000.0,-402133000.0,,,,,,,,,,,,,,,,,,,,,,,
00102760,두산건설,20210323000650,2020,연결,OK,HEADING,20,6969,384,60676818000.0,44257726000.0,16419092000.0,5805030000.0,943631000.0,561201000.0,382430000.0,8867208000.0,2257079000.0,-1003676000.0,1120226000.0,2140529000.0,6187460000.0,16238000000.0,102000000.0,-2419859000.0,2272533000.0,,,1.6,,,2.45,,,3.99
00102858,고려아연,20210316000528,2020,연결,OK,HEADING,7,5741,392,186405880000.0,194620927000.0,-8215047000.0,15371505000.0,3936775000.0,3662018000.0,274757000.0,2930038000.0,1334061000.0,-2337929000.0,0.0,3671990000.0,15646262000.0,,1241458000.0,-14755169000.0,17598926000.0,2.23,2.44,2.335,4.0,5.0,4.5,,,8.61
00103006,고려제강,20210318001381,2020,연결,OK,HEADING,14,5945,382,73531000000.0,65305000000.0,8226000000.0,8233000000.0,1694000000.0,1553000000.0,141000000.0,5031000000.0,-1561000000.0,83000000.0,-394000000.0,1872000000.0,,,,-5684000000.0,6634000000.0,1.99,2.8,2.395,3.09,4.88,3.985,,,
00103042,케이씨티시,20210330001143,2020,연결,OK,HEADING,31,16622,375,23949047000.0,23615975000.0,333072000.0,2344471000.0,715495000.0,673913000.0,41582000.0,910944000.0,526687000.0,629043000.0,,-102356000.0,3060966000.0,2154000000.0,220000000.0,-1220070000.0,1420725000.0,,,3.29,,,1.56,,,8.8
00103130,플레이그램,20210319001422,2020,연결,부분(0/7),HEADING,1,1914,580,,,,,,,,,,,,,,,,,,,,,,,,,,
00103176,흥국화재,20210318001280,2020,연결,OK,HEADING,9,5903,372,1776000000.0,1781000000.0,-5000000.0,583000000.0,34000000.0,34000000.0,0.0,556000000.0,108000000.0,25000000.0,4000000.0,79000000.0,6981000000.0,,6397000000.0,-1714000000.0,1843000000.0,,,1.52,,,1.23,,,4.401
